0;0 ; ;0;0; ;0;0;;0;0;;0;0;;0;0
9.993e-005;0 ; ;9.993e-005;0; ;9.993e-005;0;;9.993e-005;0;;9.993e-005;0;;9.993e-005;0
0.00019986;0 ; ;0.00019986;0; ;0.00019986;0;;0.00019986;0;;0.00019986;0;;0.00019986;0
0.00029979;0 ; ;0.00029979;0; ;0.00029979;0;;0.00029979;0;;0.00029979;0;;0.00029979;0
0.00039972;0 ; ;0.00039972;0; ;0.00039972;0;;0.00039972;0;;0.00039972;0;;0.00039972;0
0.00049965;0 ; ;0.00049965;0; ;0.00049965;0;;0.00049965;0;;0.00049965;0;;0.00049965;0
0.00059958;0 ; ;0.00059958;0; ;0.00059958;0;;0.00059958;0;;0.00059958;0;;0.00059958;0
0.00069951;0 ; ;0.00069951;0; ;0.00069951;0;;0.00069951;0;;0.00069951;0;;0.00069951;0
0.00079944;0 ; ;0.00079944;0; ;0.00079944;0;;0.00079944;0;;0.00079944;0;;0.00079944;0
0.00089937;0 ; ;0.00089937;0; ;0.00089937;0;;0.00089937;0;;0.00089937;0;;0.00089937;0
0.0009993;0 ; ;0.0009993;0; ;0.0009993;0;;0.0009993;0;;0.0009993;0;;0.0009993;0
0.00109923;0 ; ;0.00109923;0; ;0.00109923;0;;0.00109923;0;;0.00109923;0;;0.00109923;0
0.00119916;0 ; ;0.00119916;0; ;0.00119916;0;;0.00119916;0;;0.00119916;0;;0.00119916;0
0.00129909;0 ; ;0.00129909;0; ;0.00129909;0;;0.00129909;0;;0.00129909;0;;0.00129909;0
0.00139902;0 ; ;0.00139902;0; ;0.00139902;0;;0.00139902;0;;0.00139902;0;;0.00139902;0
0.00149895;0 ; ;0.00149895;0; ;0.00149895;0;;0.00149895;0;;0.00149895;0;;0.00149895;0
0.00159888;0 ; ;0.00159888;0; ;0.00159888;0;;0.00159888;0;;0.00159888;0;;0.00159888;0
0.00169881;0 ; ;0.00169881;0; ;0.00169881;0;;0.00169881;0;;0.00169881;0;;0.00169881;0
0.00179874;0 ; ;0.00179874;0; ;0.00179874;0;;0.00179874;0;;0.00179874;0;;0.00179874;0
0.00189867;0 ; ;0.00189867;0; ;0.00189867;0;;0.00189867;0;;0.00189867;0;;0.00189867;0
